Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,EMA_50,Daily_Return,Volatility,RSI,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,Signal
2020-03-11,66.48977661132812,67.8875051992336,65.62796418784407,66.96293286366341,255598800,72.16202926635742,,71.03939143696803,72.89130962004263,-0.03473052539216592,0.04264413620818063,36.8099299443334,-2.156917089667459,-1.64257287004987,72.16202926635742,81.64248549290114,62.6815730398137,0
2020-03-12,59.9235954284668,65.17895115078981,59.86807364961435,61.78481820985721,418474000,71.2088472366333,,69.98074419806315,72.38277180860828,-0.0987547487374566,0.04667021361773387,32.945710489481755,-2.7680894636832534,-1.8676761887765467,71.2088472366333,81.59051310690799,60.82718136635862,0
2020-03-13,67.1029281616211,67.57366791219874,61.06301183278901,63.94537376560975,370732000,70.64275455474854,73.73339195251465,69.70666648030677,72.17571911656957,0.11980811034151895,0.05529860766246841,45.06856443687459,-2.642672735681245,-2.0226754981574864,70.64275455474854,80.59347339678072,60.69203571271635,-1
2020-03-16,58.4703483581543,62.542820889319664,57.93684495675963,58.40758108532822,322423600,69.64406814575196,73.4561213684082,68.63654094486368,71.63825359663171,-0.1286468420971847,0.06163871614013809,40.052916018009675,-3.202934682558137,-2.2587273350376167,69.64406814575196,80.28350998958518,59.00462630191873,-1
2020-03-17,61.04129409790039,62.187957132183904,57.55059758461941,59.74978379495811,324056000,68.84574642181397,73.24433464050293,67.91318410229574,71.22268655746578,0.043970077345837355,0.06290475101901179,41.593090776343466,-3.4002959815553453,-2.4870410643411627,68.84574642181397,79.55459232683354,58.136900516794405,-1
2020-03-18,59.547000885009766,60.35087498179023,57.24159672400037,57.881318208922394,300233600,67.91694602966308,72.99124618530273,67.11640474826851,70.76481653109495,-0.024480038226155854,0.06272062484234461,43.99893140726698,-3.6353768455409607,-2.7167082205811224,67.91694602966308,78.45881969937378,57.375072359952384,-1
2020-03-19,59.09074020385742,61.036451553451855,58.56689512385312,59.72080339842934,271857200,67.00540523529052,72.73582405090332,66.35205574403888,70.30700961630131,-0.0076621941386002534,0.06272626188383752,43.66127897967949,-3.814525077125417,-2.9362715918899815,67.00540523529052,77.27246870820886,56.73834176237219,-1
2020-03-20,55.339351654052734,60.79265701633852,55.04000992313828,59.67012828805372,401693200,65.99380455017089,72.38225402832032,65.30322678308782,69.7200426373896,-0.06348521844307164,0.06376500360010541,33.860731535521325,-4.210669073626157,-3.1911510882372167,65.99380455017089,76.68530858631632,55.30230051402546,-1
2020-03-23,54.16368865966797,55.160686045698704,51.32478553104338,55.05929704291113,336752800,65.10290412902832,71.9741520690918,64.24231839038117,69.10998954022403,-0.021244610918723428,0.06329727225352616,34.602447605889594,-4.566838551079059,-3.4662885808055854,65.10290412902832,76.63032628054687,53.57548197750977,-1
2020-03-24,59.597686767578125,59.79322297879332,56.560830830141484,57.058121363238,287531200,64.6056121826172,71.67135848999024,63.79997252154279,68.7369580589438,0.10032548082266213,0.06783088352201846,37.304536352636234,-4.360363636759253,-3.645103591996319,64.6056121826172,76.18444272651104,53.02678163872335,-1
2020-03-25,59.2693977355957,62.342463745771624,58.9748851242831,60.531937209108364,303602000,64.03674602508545,71.33006462097168,63.36848920859545,68.36568118351838,-0.005508419030804013,0.06764466165009539,38.796455636782476,-4.175093086646783,-3.7511014909264118,64.03674602508545,75.48307175853438,52.590420291636526,-1
2020-03-26,62.38832092285156,62.446255405203736,59.472166210481355,59.51079165439952,252087200,63.85472774505615,71.07176460266113,63.27513984804841,68.13127489878636,0.052622825714706334,0.06739161872142203,43.065702111416556,-3.73355569955082,-3.747592332651293,63.85472774505615,75.2834462905765,52.4260091995358,-1
2020-03-27,59.805301666259766,61.767909526223264,59.638732669554486,61.01473181958192,204216800,63.54548950195313,70.76825866699218,62.94467906883044,67.80476614456963,-0.0414022884152615,0.06800412198377037,45.578423530869344,-3.551127024151903,-3.7082992709514153,63.54548950195313,75.06526426303517,52.02571474087108,-1
2020-03-30,61.51203155517578,61.68342967850782,60.20603760216864,60.529521124828726,167976400,63.01440162658692,70.48010223388673,62.80823644848238,67.5579922391032,0.028538103501932532,0.06466702693198273,42.22402479533497,-3.2315804978813745,-3.6129555163374074,63.01440162658692,73.82457933919402,52.20422391397982,-1
2020-03-31,61.38648986816406,63.365997685508034,60.833677514674484,61.702731524008335,197002000,62.59158363342285,70.17262496948243,62.67283201226159,67.31597253828205,-0.002040928966865807,0.0643833470175249,44.3451563232061,-2.9544111261446417,-3.4812466382988547,62.59158363342285,72.92835109527373,52.254816171571974,-1
2020-04-01,58.15650939941406,60.04186986399155,57.726811528152915,59.50595387920076,176218400,61.845283889770506,69.81095184326172,62.24270604913325,66.95677790538528,-0.05261712268752994,0.06407396047331343,47.885600377645204,-2.961249392221049,-3.3772471890832936,61.845283889770506,71.09051388458532,52.6000538949557,-1
2020-04-02,59.12696075439453,59.18006982201146,57.188490836952404,58.01891951220774,165934000,61.26603622436524,69.46324493408203,61.945968402015275,66.64972625240526,0.01668689137299295,0.06408612732174726,38.79089174848304,-2.855445653368271,-3.2728868819402894,61.26603622436524,69.57664341937969,52.955429029350775,-1
2020-04-03,58.277225494384766,59.31284498948773,57.68820030765842,58.61277624472143,129880000,60.69125537872314,69.09117362976075,61.59656431557427,66.32139288934563,-0.014371367125387224,0.06409226523658308,49.65259697928318,-2.807795443916092,-3.17986859433545,60.69125537872314,68.06152552300031,53.32098523444598,-1
2020-04-06,63.361167907714844,63.515662294825994,60.20119742720632,60.56812804276326,201820400,60.64659519195557,68.82521263122558,61.764621800540034,66.20530563516404,0.08723720750604258,0.06503024773838138,53.82713684392566,-2.3329083301034004,-3.0104765414890404,60.64659519195557,67.93634190984001,53.356848474071136,-1
2020-04-07,62.62732696533203,65.58935351102502,62.52352519738262,65.37208440241153,202887200,60.33385715484619,68.58965797424317,61.84678419718689,66.06499274615102,-0.011581872093198275,0.06289793087696419,55.21245211418002,-1.9927999448265155,-2.8069412221565355,60.33385715484619,66.60091042091629,54.06680388877609,-1
2020-04-08,64.23020935058594,64.54403084792533,63.06181768868783,63.4263318411564,168895200,60.220878791809085,68.34406425476074,62.07377706893919,65.99304045612887,0.025593977308678628,0.06273571129299459,58.37200200985565,-1.5757580288220723,-2.5607045834896427,60.220878791809085,66.08947008529003,54.35228749832814,-1
2020-04-09,64.69374084472656,65.19586439958498,63.89952839783749,64.86514268497035,161834800,60.45938606262207,68.07571052551269,62.323297428537984,65.94208753019153,0.007216720898581386,0.05825806882390844,67.06598703284047,-1.1940815591569773,-2.2873799786231097,60.45938606262207,66.65568599571148,54.26308612953267,-1
2020-04-13,65.96350860595703,66.07214313145124,64.17229133387406,64.77097468626023,131022800,60.402415084838864,67.83501625061035,62.6699842073398,65.94292757237841,0.01962736649095742,0.05186371031393589,71.45372407140616,-0.7801475058550409,-1.985933484069496,60.402415084838864,66.35779179029547,54.447038379382256,-1
2020-04-14,69.29487609863281,69.58456326372355,67.12224446160415,67.59298426311395,194994800,60.94364147186279,67.73011589050293,63.30092629222485,66.07437653419231,0.05050318824876654,0.0431311442484026,69.09045658908605,-0.18119951589385863,-1.6249866904343686,60.94364147186279,68.02141084391435,53.865872099811234,-1
2020-04-15,68.66238403320312,69.12104913161228,67.74505383638481,68.17233530641538,131154400,61.32469596862793,67.61665946960449,63.81154131517516,66.1758670243496,-0.009127544503137797,0.042520858528006314,68.27272418291224,0.23967147405164724,-1.2520550575371656,61.32469596862793,69.20025164428188,53.44914029297398,-1
2020-04-16,69.20797729492188,69.57249897577765,68.16028687860133,69.37454631683273,157125200,61.80774478912353,67.46503349304199,64.32548759896056,66.29477330947009,0.007946028519122184,0.04188112137732202,64.7427320959457,0.6102055129887702,-0.8796029434319784,61.80774478912353,70.37862563928094,53.236863938966124,-1
2020-04-17,68.26890563964844,69.27073604048029,66.83496828577375,68.72516178272222,215250000,62.266653060913086,67.28210319519043,64.70105122188322,66.37219026359473,-0.013568835443227734,0.04202066542752025,69.6966075979933,0.8186443514733668,-0.5399534844509095,62.266653060913086,71.20018000846756,53.33312611335862,-1
2020-04-20,66.85186767578125,67.99853426971617,66.83255863780644,67.09810395402242,130015200,62.84227886199951,67.05272117614746,64.90589088415922,66.39100114250401,-0.02075671128151524,0.03918159429097689,62.59678370340614,0.8595817879095335,-0.26004642997882094,62.84227886199951,71.37083559444565,54.313722129553376,-1
2020-04-21,64.78544616699219,66.92911009651182,64.07571939662287,66.69494844279068,180991600,63.37336673736572,66.80330284118652,64.89441995871474,66.32803820228786,-0.030910452925725473,0.039646768721984776,57.345563738397765,0.717016732702163,-0.06463379744262415,63.37336673736572,70.88916363605419,55.85756983867725,-1
2020-04-22,66.65152740478516,67.08605088562258,65.7100549516025,66.0504275035955,116862400,63.72605876922607,66.58386711120606,65.06176352500717,66.34072405336619,0.028804019238872325,0.0338453350532758,69.5088494768948,0.7460105148827125,0.09749506502244319,63.72605876922607,71.15738590290036,56.29473163555178,-1
2020-04-23,66.39321899414062,68.01545116760279,66.35459354155203,66.59599709494192,124814400,64.08224983215332,66.36863227844238,65.18856880778178,66.3427826784946,-0.003875506244227278,0.03381770320182552,67.2512648593349,0.7396190976236596,0.2259198715426865,64.08224983215332,71.29381121833988,56.87068844596676,-1
2020-04-24,68.30994415283203,68.31960235496462,66.86876505886688,66.91704870248016,126161200,64.37833099365234,66.15508644104004,65.48584265016751,66.41992626572352,0.028869290986788254,0.03249368716300793,72.67069587552885,0.879084021574144,0.356552701548978,64.37833099365234,71.78077947567063,56.975882511634055,-1
2020-04-27,68.3582534790039,68.68897519756469,67.58093367390491,68.02752439339068,117087600,64.80597858428955,65.95375587463379,65.75940558624717,66.49593909761687,0.0007072078124348291,0.030637358078893628,64.61868719333205,0.9821870960268484,0.48167958044455206,64.80597858428955,72.08322059059502,57.528736577984084,-1
2020-04-28,67.25019836425781,69.00037411858965,67.15847120269908,68.81932145434843,112004800,65.09288692474365,65.72987831115722,65.90138585081961,66.5255178923871,-0.016209529330447725,0.030626671475498198,63.23418471582702,0.9633809817177195,0.5780198606991855,65.09288692474365,72.27516758690601,57.9106062625813,-1
2020-04-29,69.45902252197266,69.92734583940624,68.53203408860236,68.73481211774124,137280800,65.49651355743408,65.57890419006348,66.24020839092942,66.64055728962575,0.03284487200693209,0.031198258166023236,64.46694550000232,1.1138706428406095,0.6851900171274704,65.49651355743408,72.70903133685748,58.28399577801069,-1
2020-04-30,70.92433166503906,71.10055883816591,69.6086872641838,69.9973432879905,183064000,66.13490467071533,65.43493064880371,66.68631536941605,66.80854844160274,0.021096023091929705,0.028020272620104134,66.33322453263702,1.3359727233058294,0.8153465583631422,66.13490467071533,72.8553627458301,59.414446595600545,1
2020-05-01,69.78252410888672,72.1796595284793,69.00520440389795,69.10176434791705,240616800,66.66768283843994,65.28415000915527,66.98119239222278,66.92517493835898,-0.016098954045064007,0.02858260535478473,60.079002517706904,1.4036752009766076,0.9330122868858353,66.66768283843994,72.70351344230939,60.631852234570495,1
2020-05-04,70.76982116699219,70.89776467347677,69.11862280579513,69.80662396472233,133568000,67.29231262207031,65.18811912536621,67.34201418029605,67.07594537869754,0.014148199290769714,0.028078109425135687,54.4422487442382,1.5194808938042854,1.0503060082695255,67.29231262207031,72.14103377122187,62.44359147291876,1
2020-05-05,71.83202362060547,72.66245223551824,71.08367131021836,71.2285148811078,147751200,67.71585540771484,65.18512565612792,67.76963412699219,67.26245825092923,0.015009257280823807,0.02151583130116707,59.305476476430286,1.6776299270053272,1.175770792016686,67.71585540771484,72.59848341180782,62.833227403621855,1
2020-05-06,72.5731201171875,73.2031795834636,72.14824768910796,72.53207828931902,142333600,68.21314506530761,65.24571754455566,68.22710898320126,67.47071950058641,0.01031707669125792,0.021099773341095585,59.767316616458174,1.8415363837761447,1.3089239103685777,68.21314506530761,72.936975485927,63.489314644688235,1
2020-05-07,73.32391357421875,73.66912625746833,72.89663193321505,73.19838637752463,115215200,68.66783027648925,65.29926139831542,68.71251894425055,67.70025652308179,0.010345337995926185,0.020687070449890738,64.83427665633786,2.008859309342384,1.448910990163339,68.66783027648925,73.52615207406679,63.80950847891173,1
2020-05-08,75.06914520263672,75.122398042806,73.65553308459083,73.98231154076618,133838400,69.18660049438476,65.48007057189942,69.3179119212397,67.989232549731,0.023801670469367986,0.021032308143632536,73.65846650883447,2.256280542644518,1.6103849006595747,69.18660049438476,74.45650763357352,63.91669335519601,1
2020-05-11,76.25035095214844,76.74414173878206,74.36956400000152,74.57773678757478,145946400,69.70094261169433,65.68527626037597,69.97814420989768,68.31319797727679,0.015734903419017954,0.02093364988025611,84.78166676696463,2.518643727755162,1.7920366660786924,69.70094261169433,75.61495663549245,63.786928587896206,1
2020-05-12,75.37895202636719,77.38318317958411,75.25792355724299,76.93295343320654,162301200,70.00514640808106,65.75017951965332,70.49250685908525,68.59028637135876,-0.011428130033501183,0.018695281969385143,78.17740676058142,2.6259831325202043,1.9588259593669948,70.00514640808106,76.43465110874521,63.57564170741691,1
2020-05-13,74.46883392333984,76.47791143801962,73.39410026175051,75.55809041384309,200622400,70.29546890258788,65.84269920349121,70.87120467472855,68.82081764790705,-0.012073902310408724,0.01881854501076492,75.01991453650069,2.607553209145692,2.0885714093227343,70.29546890258788,76.98865118760949,63.602286617566286,1
2020-05-14,74.92632293701172,74.98683718466037,72.98744407851115,73.70877656980059,158929200,70.58138618469238,65.87957557678223,71.2574064139936,69.06024922787195,0.006143362123043561,0.018804147162078576,72.5366731392124,2.599892954496795,2.1908357183575466,70.58138618469238,77.56137216680436,63.6014002025804,1
2020-05-15,74.48334503173828,74.52933644505968,72.66791783323735,72.70180935336562,166348400,70.89210815429688,65.955004196167,71.56463866330263,69.272919651553,-0.005912179964387643,0.01850001330994664,70.31700302770487,2.528925651949521,2.2584537050759415,70.89210815429688,77.99092531595674,63.79329099263701,1
2020-05-18,76.2382583618164,76.611028150083,75.11511790410643,75.80498172029709,135178400,71.36142768859864,66.08431251525879,72.00974530125633,69.54607018921038,0.023561150876485693,0.017958311801241033,78.58676783113545,2.584497909595939,2.323662545979941,71.36142768859864,78.57574512884854,64.14711024834874,1
2020-05-19,75.79774475097656,77.10000541594032,75.76627615398213,76.25522871352638,101729600,71.91204261779785,66.31517997741699,72.37050715361063,69.79123389751494,-0.005778117447925224,0.01595206300840113,72.71560065465016,2.5634437731596478,2.3716187914158824,71.91204261779785,78.68029865861214,65.14378657698356,1
2020-05-20,77.27184295654297,77.3420341535439,76.61586330214624,76.65459330065981,111504800,72.44305839538575,66.48297508239746,72.83730103960418,70.08459111551605,0.019447784500836507,0.015438794658476503,72.73277720549862,2.635327212314195,2.4243604755955452,72.44305839538575,79.13962485189354,65.74649193887795,1
2020-05-21,76.69576263427734,77.67367499164858,76.45854411277335,77.1338852173559,102688800,72.95818557739258,66.68709480285645,73.2047735724302,70.34385274370277,-0.007455242430151499,0.015597942265269957,75.80449308677021,2.6156588017580873,2.4626201408280535,72.95818557739258,79.26919229073503,66.64717886405013,1
2020-05-22,77.18956756591797,77.27186606725144,76.3326836366315,76.43434344951643,81803200,73.40216674804688,67.03241424560547,73.58427776228618,70.61231214849553,0.006438490402596697,0.014753003934952906,74.87902708385937,2.609832847273694,2.4920626821171816,73.40216674804688,79.58436337416968,67.21997012192408,1
2020-05-26,76.66671752929688,78.4845606060167,76.61104175906425,78.30544078691085,125522000,73.81758995056153,67.22369003295898,73.87784345438243,70.84973981048775,-0.006773584217512174,0.01499332240545612,69.55375475117981,2.5338178333201427,2.500413712357774,73.81758995056153,79.68108251195478,67.95409738916827,1
2020-05-27,77.00074005126953,77.1459757123096,75.7856167074525,76.52389490649263,112945200,74.30511703491212,67.5942978668213,74.17526217789549,71.09095550620468,0.004356812613570016,0.014077467473659684,68.51708740924717,2.4720321650714965,2.4947374029005185,74.30511703491212,79.44639985638912,69.16383421343511,1
2020-05-28,77.0346450805664,78.29092158030248,76.40045688271769,76.6763980387844,133560800,74.6838981628418,67.91416488647461,74.44758435910225,71.32404137186593,0.00044032082385569993,0.012733138217973025,66.50885533380355,2.398157958210092,2.4754215139624334,74.6838981628418,79.42236197021822,69.94543435546538,1
